,Age,Density_Corner_Left_Eye,Density_Corner_Right_Eye,Density_Forehead,Density_Cheek_Left,Density_Cheek_Right,Depth_Corner_Left_Eye,Depth_Corner_Right_Eye,Depth_Forehead,Depth_Cheek_Left,Depth_Cheek_Right,Variance_Corner_Left_Eye,Variance_Corner_Right_Eye,Variance_Forehead,Variance_Cheek_Left,Variance_Cheek_Right,Spot_Density_Corner_Left_Eye,Spot_Density_Corner_Right_Eye,Spot_Density_Forehead,Spot_Density_Cheek_Left,Spot_Density_Cheek_Right,Max_Spot_Size_Corner_Left_Eye,Max_Spot_Size_Corner_Right_Eye,Max_Spot_Size_Forehead,Max_Spot_Size_Cheek_Left,Max_Spot_Size_Cheek_Right,Count_of_Spots_Corner_Left_Eye,Count_of_Spots_Corner_Right_Eye,Count_of_Spots_Forehead,Count_of_Spots_Cheek_Left,Count_of_Spots_Cheek_Right,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,path
1168,33,0.403743316,0.0793269231,0.213675214,0.158966716,0.155223881,0.312672215,0.186676541,0.233631259,0.283272432,0.247704801,0.175575152,0.093648766,0.113914514,0.0937093606,0.103128677,0,0,0.00294724433,0,0.0052238806,0,0,0.000200790047,0,0.000200790047,0,0,1,0,1,0.6,0.26,0.44,0.06,0.18,0.35,0.24,0.62,0.38,0.24,0.09,0.02,../datasets/wrinkles3/11172_1977-10-26_2010.jpg
1169,26,0.707509881,0.592731413,0.364341085,0.522624434,0.662838392,0.544417814,0.445482271,0.660062066,0.289502897,0.372122805,0.413482429,0.445482271,0.290732996,0.197090178,0.279572966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.29,0.48,0.06,0.26,0.56,0.23,0.62,0.39,0.23,0.05,0.03,../datasets/wrinkles3/11173_1980-3-9_2006.jpg
1170,29,0.526315789,0.257324289,0.00985663082,0.20777027,0.306878307,0.388085361,0.38841227,0.201017733,0.239332941,0.337086158,0.236810696,0.345737769,0.0559907332,0.113197531,0.162073069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.07,0.19,0.44,0.24,0.61,0.37,0.24,0.07,0.02,../datasets/wrinkles3/11174_1981-9-21_2010.jpg
1171,33,0.266025641,0.228110599,0.153324132,0.305627706,0.221590909,0.264483542,0.322373196,0.237713003,0.307609829,0.449246866,0.139264947,0.135365077,0.100777355,0.154485271,0.157865612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.06,0.24,0.48,0.27,0.61,0.33,0.27,0.06,0.03,../datasets/wrinkles3/11175_1981-6-8_2014.jpg
1172,32,0.453125,0.529411765,0.116577221,0.0694444444,0.201593137,0.283288099,0.233646786,0.214784461,0.204610114,0.241367132,0.174204565,0.172349738,0.086212783,0.0744603557,0.113642783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.17,0.36,0.26,0.58,0.33,0.26,0.06,0.02,../datasets/wrinkles3/11176_1981-6-8_2013.jpg
1173,33,0.44005102,0.636363636,0.0636972617,0.036036036,0.246180707,0.426713321,0.362074391,0.230922432,0.194465545,0.407578344,0.231229287,0.260466165,0.05441736,0.0534113004,0.148580231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.28,0.46,0.06,0.21,0.5,0.25,0.63,0.38,0.25,0.05,0.03,../datasets/wrinkles3/11177_1981-6-8_2014.jpg
1174,18,0.8,0.747619048,0.0763636364,0.344117647,0.641666667,0.350280877,0.390109463,0.343378826,0.441400426,0.300417738,0.298961351,0.317235499,0.0900291097,0.208181458,0.225645459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.28,0.48,0.07,0.21,0.49,0.25,0.58,0.33,0.25,0.03,0.03,../datasets/wrinkles3/11178_1989-6-14_2007.jpg
1175,22,0.65,0.524456522,0.0186827957,0.102564103,0.117604618,0.499036059,0.27942281,0.2563332,0.27539424,0.220994682,0.353362107,0.193835855,0.0511649155,0.0860777695,0.0854458246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.28,0.5,0.08,0.2,0.49,0.25,0.59,0.34,0.25,0.04,0.02,../datasets/wrinkles3/11179_1989-6-14_2011.jpg
1176,78,0.804314195,0.804314195,0.521136521,0.801481481,0.807146909,0.598055941,0.608563433,0.269200319,0.547266507,0.451233975,0.539917817,0.567710767,0.187081656,0.457759436,0.383414369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.25,0.43,0.06,0.23,0.47,0.26,0.62,0.36,0.26,0.06,0.03,../datasets/wrinkles3/1117_1929-12-24_2007.jpg
1177,21,0.319278877,0.319278877,0.326470588,0.298076923,0.340480832,0.469817288,0.238214094,0.395459944,0.454407835,0.369277938,0.417566179,0.238214094,0.172365941,0.172583775,0.17495164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.29,0.5,0.08,0.21,0.38,0.28,0.59,0.3,0.28,0.06,0.03,../datasets/wrinkles3/11180_1989-6-14_2010.jpg
1178,21,0.6848,0.525510204,0.345155709,0.691964286,0.721818182,0.471036581,0.420260867,0.457612122,0.432983073,0.395536452,0.352081421,0.266717839,0.201712399,0.333504712,0.313350294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.25,0.45,0.07,0.23,0.45,0.27,0.59,0.32,0.27,0.04,0.03,../datasets/wrinkles3/11184_1989-3-25_2010.jpg
1179,37,0.553571429,0.259649123,0.0337837838,0.225935829,0.0875,0.280023083,0.319890823,0.201917644,0.240468572,0.200677806,0.198269309,0.147553554,0.0620368984,0.120120812,0.0818510833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.19,0.36,0.27,0.61,0.34,0.27,0.08,0.03,../datasets/wrinkles3/11186_1978-2-16_2015.jpg
1180,33,0.283950617,0.0791075051,0.115824232,0.279647436,0.109041096,0.323039322,0.235349507,0.280794588,0.240870703,0.304040834,0.145668133,0.0654782915,0.0966908472,0.129439641,0.0870459525,0,0,0.0173990348,0.0408653846,0.00849315068,0,0,0.0004,0.0004,0.000256,0,0,3,3,1,0.62,0.27,0.45,0.06,0.22,0.39,0.27,0.59,0.32,0.27,0.06,0.03,../datasets/wrinkles3/11187_1978-2-16_2011.jpg
1181,29,0.554858934,0.451515152,0.247066493,0.200705467,0.288010204,0.448793109,0.26540524,0.281521174,0.22294726,0.244008332,0.289681874,0.162416539,0.122407931,0.107987832,0.130798484,0,0,0,0.012345679,0.00714285714,0,0,0,0.000324,0.000196,0,0,0,1,1,0.63,0.27,0.46,0.07,0.23,0.47,0.26,0.62,0.36,0.26,0.07,0.03,../datasets/wrinkles3/11188_1985-9-10_2014.jpg
1182,15,0.240808824,0.717857143,0.112712491,0.258375048,0.480665951,0.87351846,0.604513786,0.351414169,0.626219873,0.445439884,0.254747726,0.458040782,0.0992828901,0.209474842,0.256907759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.25,0.46,0.08,0.18,0.31,0.26,0.58,0.32,0.26,0.09,0.02,../datasets/wrinkles3/11189_1999-7-30_2014.jpg
1183,29,0.716374269,0.777777778,0.152359835,0.228228228,0.417857143,0.360802436,0.353852952,0.488503709,0.270132942,0.314017743,0.290345154,0.301215,0.125340524,0.114521682,0.183329897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.27,0.48,0.06,0.22,0.44,0.26,0.56,0.3,0.26,0.05,0.03,../datasets/wrinkles3/1118_1981-05-08_2010.jpg
1184,14,0.196296296,0.148212729,0.524638803,0.0991111111,0.0219178082,0.224684912,0.21263844,0.464834334,0.236013011,0.286507911,0.096963477,0.082555919,0.279292116,0.0700082584,0.0400368178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.45,0.07,0.21,0.45,0.25,0.56,0.31,0.25,0.04,0.03,../datasets/wrinkles3/11190_1999-7-30_2013.jpg
1185,12,0.497619048,0.455102041,0.766045549,0.0626460963,0.0151515152,0.305150842,0.515759386,0.542835343,0.260081867,0.185346494,0.193737036,0.273718255,0.437076679,0.0598471988,0.0460698039,0,0,0,0.0163627863,0,0,0,0,0.000254979064,0,0,0,0,1,0,0.63,0.27,0.45,0.06,0.2,0.47,0.26,0.58,0.33,0.26,0.04,0.03,../datasets/wrinkles3/11192_1999-7-30_2011.jpg
1186,15,0.199754902,0.433150183,0.655181314,0.114224138,0.0813577586,0.361336413,0.416368059,0.416928525,0.250667355,0.290614454,0.124265837,0.218065114,0.30419143,0.0815047081,0.0765191333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.25,0.42,0.06,0.19,0.42,0.27,0.56,0.29,0.27,0.03,0.03,../datasets/wrinkles3/11193_1999-7-30_2014.jpg
1187,15,0.146666667,0.458074534,0.67251462,0.105326877,0.0743162901,0.322882744,0.44478207,0.435934557,0.252551304,0.27359655,0.100330076,0.241088746,0.322996807,0.0766795777,0.068026861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.25,0.43,0.06,0.19,0.42,0.26,0.56,0.3,0.26,0.04,0.02,../datasets/wrinkles3/11195_1999-7-30_2014.jpg
1188,15,0.310769231,0.492063492,0.13298212,0.156828704,0.365330848,0.26603294,0.222789414,0.20303577,0.222260988,0.253576745,0.139084008,0.164414995,0.0954894448,0.0998790089,0.149572695,0,0,0,0.0341435185,0,0,0,0,0.007396,0,0,0,0,1,0,0.58,0.25,0.42,0.05,0.22,0.45,0.25,0.63,0.38,0.25,0.06,0.03,../datasets/wrinkles3/11196_1999-7-30_2014.jpg
1189,25,0.386189258,0.265037594,0.00509821562,0.0515222482,0.0800838574,0.372762742,0.411947564,0.222689386,0.212515609,0.227246558,0.18910041,0.155304054,0.0268813343,0.0557410614,0.0642800552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.43,0.06,0.19,0.44,0.24,0.58,0.34,0.24,0.05,0.02,../datasets/wrinkles3/11197_1990-4-18_2015.jpg
1190,23,0.0631808279,0.283743842,0.120006053,0.118055556,0.146673387,0.174095642,0.212841519,0.209158813,0.201257762,0.21399479,0.0843368936,0.124067706,0.0905630949,0.0955727181,0.0960925025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.48,0.07,0.18,0.36,0.27,0.57,0.3,0.27,0.07,0.03,../datasets/wrinkles3/11198_1990-4-18_2013.jpg
1191,25,0.320707071,0.23951049,0.00977366255,0.0698051948,0.0599112426,0.443465678,0.365002527,0.309510177,0.226798828,0.251066871,0.179331335,0.129591738,0.0338533913,0.0596443183,0.0561431567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.45,0.07,0.21,0.46,0.26,0.58,0.32,0.26,0.04,0.03,../datasets/wrinkles3/11199_1990-4-18_2015.jpg
1192,39,0.480549199,0.097826087,0.000420875421,0.128591954,0.0233602875,0.309148138,0.200839108,0.170944726,0.223782483,0.222967037,0.194947658,0.0863006792,0.034299255,0.0870789683,0.0533587513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.27,0.47,0.07,0.25,0.42,0.28,0.59,0.31,0.28,0.06,0.04,../datasets/wrinkles3/1119_1976-04-19_2015.jpg
1193,28,0.772727273,0.690909091,0.355409505,0.574193548,0.47966457,0.377507419,0.430983137,0.35602748,0.309211928,0.414812826,0.311644559,0.325947025,0.178294836,0.220112399,0.24312062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.28,0.47,0.07,0.2,0.41,0.25,0.61,0.36,0.25,0.07,0.03,../datasets/wrinkles3/111_1929-01-07_1957.jpg
1194,25,0.174825175,0.44212963,0.079658606,0.0171840355,0.0384615385,0.22774515,0.375144545,0.317778948,0.193851339,0.191263319,0.0905445741,0.21670298,0.0741249008,0.0523442068,0.0607860504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.25,0.42,0.06,0.2,0.38,0.25,0.62,0.37,0.25,0.07,0.02,../datasets/wrinkles3/11200_1990-4-18_2015.jpg
1195,25,0.174825175,0.44212963,0.079658606,0.0171840355,0.0384615385,0.22774515,0.375144545,0.317778948,0.193851339,0.191263319,0.0905445741,0.21670298,0.0741249008,0.0523442068,0.0607860504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.25,0.42,0.06,0.2,0.38,0.25,0.62,0.37,0.25,0.07,0.02,../datasets/wrinkles3/11201_1990-4-18_2015.jpg
1196,25,0.422619048,0.201286765,0.271321462,0.0822510823,0.0154061625,0.479611202,0.268440198,0.44869812,0.225510006,0.176435228,0.254653958,0.110535527,0.17923776,0.0864477169,0.0705655049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.27,0.47,0.07,0.19,0.33,0.27,0.54,0.27,0.27,0.06,0.03,../datasets/wrinkles3/11202_1990-4-18_2015.jpg
1197,25,0.571428571,0.245951417,0.00282965478,0.141456583,0.0372222222,0.338509936,0.48997625,0.364506275,0.237789322,0.199121692,0.22885948,0.163965348,0.030685256,0.0890876739,0.0529606683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.06,0.2,0.47,0.25,0.59,0.34,0.25,0.05,0.02,../datasets/wrinkles3/11203_1990-4-18_2015.jpg
1198,15,0.334285714,0.0285714286,0.100718391,0.0429252782,0.289742213,0.311189962,0.199859367,0.208965989,0.203389726,0.244888003,0.158635005,0.0610640985,0.0885566721,0.0784896765,0.130142101,0,0,0.00287356322,0,0,0,0,0.000196,0,0,0,0,1,0,0,0.63,0.27,0.46,0.06,0.25,0.5,0.25,0.62,0.37,0.25,0.06,0.03,../datasets/wrinkles3/11204_1984-12-30_1999.jpg
1199,34,0.146010187,0.168888889,0.0455665025,0.0377777778,0.184825234,0.421499417,0.209624922,0.194237139,0.179577965,0.230344956,0.119856313,0.0916047963,0.0700176405,0.0659794026,0.10547485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.45,0.07,0.21,0.37,0.26,0.62,0.37,0.26,0.09,0.03,../datasets/wrinkles3/11205_1979-3-24_2013.jpg
1200,32,0.5175,0.546153846,0.0133145363,0.0426666667,0.180239768,0.381609102,0.319280058,0.259275259,0.192194226,0.246783334,0.239404327,0.217887591,0.0511127406,0.0699552022,0.100716512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.28,0.49,0.06,0.23,0.54,0.27,0.59,0.32,0.27,0.04,0.03,../datasets/wrinkles3/11206_1979-8-3_2011.jpg
1201,32,0.546583851,0.666666667,0.0921052632,0.0944976077,0.219727346,0.479518135,0.295819186,0.22627138,0.233652345,0.22558747,0.30336013,0.23059549,0.0811275554,0.0879608185,0.11380423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.29,0.48,0.07,0.23,0.56,0.26,0.61,0.36,0.26,0.04,0.03,../datasets/wrinkles3/11207_1979-8-3_2011.jpg
1202,34,0.509868421,0.462962963,0.0246575342,0.291208791,0.150462963,0.287464612,0.239736471,0.26076059,0.266596364,0.201316538,0.187356984,0.154745171,0.0658620757,0.13110583,0.0926276564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.25,0.44,0.07,0.17,0.31,0.26,0.57,0.31,0.26,0.09,0.02,../datasets/wrinkles3/11208_1973-3-24_2007.jpg
1203,41,0.582706767,0.608187135,0.0328562134,0.233395872,0.26468254,0.332695493,0.348980554,0.256152289,0.289065775,0.333252994,0.233433423,0.25007265,0.0637004702,0.129202872,0.143557455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.07,0.19,0.42,0.26,0.6,0.34,0.26,0.08,0.03,../datasets/wrinkles3/11209_1973-3-24_2014.jpg
1204,63,0.127314815,0.289473684,0.0144397382,0.0518181818,0.113033449,0.192642265,0.215289796,0.204213425,0.204330638,0.217559481,0.0971065006,0.127056744,0.0465661189,0.0648483866,0.089490505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.26,0.42,0.05,0.19,0.4,0.24,0.64,0.39,0.24,0.08,0.02,../datasets/wrinkles3/1120_1949-10-03_2012.jpg
1205,34,0.476190476,0.245833333,0.012987013,0.0898004435,0.111111111,0.438822987,0.195316613,0.282591479,0.220317048,0.236243651,0.260955827,0.105265194,0.0402223603,0.0765139194,0.0824538319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.23,0.42,0.06,0.17,0.32,0.26,0.58,0.32,0.26,0.08,0.02,../datasets/wrinkles3/11210_1973-3-24_2007.jpg
1206,34,0.34691745,0.149509804,0.203797468,0.0625,0.397179788,0.245056926,0.194807301,0.361465178,0.192758843,0.305510429,0.132908258,0.100209482,0.140419918,0.0668096417,0.176945569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.24,0.41,0.06,0.21,0.37,0.27,0.59,0.33,0.27,0.07,0.03,../datasets/wrinkles3/11211_1973-3-24_2007.jpg
1207,34,0.25297619,0.290513834,0.0184260184,0.0613524407,0.0482180294,0.238094725,0.251978684,0.207565462,0.222771708,0.234367211,0.116918552,0.127125819,0.0438807698,0.0697661581,0.0648156213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.07,0.2,0.45,0.25,0.6,0.35,0.25,0.07,0.03,../datasets/wrinkles3/11212_1973-3-24_2007.jpg
1208,34,0.568047337,0.558035714,0.0204927469,0.186046512,0.208653846,0.300952808,0.308948177,0.21806777,0.305485765,0.311586483,0.202367965,0.208538486,0.0537283357,0.114588817,0.120847874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.07,0.17,0.37,0.25,0.61,0.37,0.25,0.08,0.02,../datasets/wrinkles3/11213_1973-3-24_2007.jpg
1209,35,0.428571429,0.540740741,0.280523256,0.331818182,0.386363636,0.279666494,0.327373405,0.243977867,0.2516907,0.258897508,0.173966147,0.217157487,0.127916695,0.140996317,0.155107035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.45,0.07,0.21,0.37,0.26,0.58,0.32,0.26,0.08,0.03,../datasets/wrinkles3/11214_1979-9-8_2014.jpg
1210,31,0.671052632,0.588683504,0.522783251,0.623728814,0.553638194,0.391441206,0.488278346,0.308281969,0.415105981,0.456158881,0.292581284,0.414325637,0.205348134,0.294930368,0.292834585,0,0,0.00307881773,0,0,0,0,0.000196,0,0,0,0,1,0,0,0.66,0.28,0.48,0.07,0.2,0.4,0.25,0.61,0.36,0.25,0.08,0.03,../datasets/wrinkles3/11215_1982-10-30_2013.jpg
1211,34,0.325757576,0.381609195,0.0527118644,0.154741379,0.123152709,0.264027927,0.273175063,0.19859366,0.245579028,0.248612394,0.146169764,0.162497461,0.0656486277,0.0963155052,0.0876682749,0,0,0,0.0172413793,0,0,0,0,0.000576,0,0,0,0,1,0,0.62,0.26,0.45,0.06,0.23,0.5,0.26,0.61,0.35,0.26,0.04,0.03,../datasets/wrinkles3/11216_1977-0-0_2011.jpg
1212,34,0.352727273,0.420454545,0.0569589702,0.102396514,0.147073053,0.285910688,0.233492849,0.199668988,0.229418085,0.221672058,0.154494428,0.154449684,0.0658664827,0.0808226159,0.0934139046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.45,0.07,0.23,0.5,0.25,0.62,0.37,0.25,0.04,0.03,../datasets/wrinkles3/11217_1977-0-0_2011.jpg
1213,37,0.75308642,0.764285714,0.119047619,0.518055556,0.562051282,0.562895302,0.664288542,0.219792479,0.717321341,0.757378994,0.445707236,0.530437595,0.0900554275,0.415970317,0.465321372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.28,0.46,0.06,0.25,0.49,0.25,0.61,0.36,0.25,0.07,0.03,../datasets/wrinkles3/11218_1973-2-19_2010.jpg
1214,52,0.645348837,0.701357466,0.0717337131,0.0116959064,0.41308956,0.405633318,0.443899584,0.195746896,0.166875358,0.320907435,0.294233591,0.342708514,0.0789900044,0.0673823661,0.180131469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.22,0.44,0.27,0.61,0.34,0.27,0.05,0.03,../datasets/wrinkles3/1121_1963-04-18_2015.jpg
1215,39,0.409855291,0.530864198,0.770854614,0.528406234,0.291304348,0.351806499,0.30111361,0.497153762,0.332866035,0.235881889,0.329818292,0.202204375,0.405762072,0.21960622,0.133751552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.46,0.07,0.23,0.5,0.25,0.6,0.35,0.25,0.05,0.03,../datasets/wrinkles3/11220_1973-5-27_2012.jpg
1216,34,0.00699300699,0.429292929,0.535596933,0.263736264,0.282899921,0.174145908,0.656445847,0.361020381,0.512327953,0.530701877,0.0519431555,0.320889645,0.238737945,0.185962978,0.197397795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.25,0.43,0.07,0.19,0.37,0.25,0.56,0.31,0.25,0.08,0.02,../datasets/wrinkles3/11221_1975-3-15_2009.jpg
1217,40,0.60989011,0.764880952,0.367816092,0.519883041,0.491630799,0.747151588,0.968656361,0.524437831,0.541742574,0.678554085,0.488994732,0.762183067,0.239859344,0.323598366,0.372731742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.27,0.44,0.06,0.25,0.44,0.23,0.62,0.38,0.23,0.08,0.03,../datasets/wrinkles3/11222_1975-3-15_2015.jpg
1218,35,0.37037037,0.402616279,0.125232256,0.24396608,0.25,0.227741692,0.235073863,0.19575738,0.240414372,0.209079319,0.144780476,0.140961676,0.094058498,0.123105485,0.117575693,0,0,0.00427350427,0.0169602087,0,0,0,0.000256,0.0004,0,0,0,1,1,0,0.64,0.27,0.46,0.07,0.21,0.39,0.25,0.59,0.34,0.25,0.07,0.03,../datasets/wrinkles3/11223_1979-2-21_2014.jpg
1219,39,0.278125,0.413793103,0.244018355,0.0172684458,0.0327868852,0.306513775,0.298056141,0.337904251,0.1792951,0.206336757,0.135950863,0.17601015,0.137334627,0.0627382053,0.0619699756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.25,0.43,0.06,0.21,0.35,0.27,0.6,0.33,0.27,0.08,0.03,../datasets/wrinkles3/11224_1970-4-21_2009.jpg
1220,27,0.575757576,0.426190476,0.018605805,0.109863673,0.0101214575,0.339443213,0.345336357,0.199731087,0.310316836,0.23023937,0.232461468,0.186553288,0.0497984616,0.0891655002,0.0516332912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.46,0.07,0.2,0.39,0.27,0.56,0.29,0.27,0.05,0.03,../datasets/wrinkles3/11225_1983-9-9_2010.jpg
1221,27,0.378676471,0.418269231,0.00934267601,0.215616681,0.253703704,0.22229823,0.227982242,0.199259337,0.24363037,0.216928044,0.142721986,0.152868207,0.0581516659,0.108837616,0.114789244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.46,0.08,0.2,0.4,0.24,0.59,0.34,0.24,0.06,0.02,../datasets/wrinkles3/11226_1983-9-9_2010.jpg
1222,30,0.234375,0.324110672,0.110714286,0.108163265,0.259849906,0.213492009,0.235860504,0.190118288,0.191752822,0.211506028,0.118329585,0.129272567,0.0918900813,0.0902207902,0.117161665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.27,0.44,0.06,0.23,0.41,0.25,0.57,0.32,0.25,0.05,0.03,../datasets/wrinkles3/11227_1983-9-9_2013.jpg
1223,34,0.0641025641,0.464705882,0.0329268293,0.313410645,0.104679803,0.164382153,0.455604849,0.186944107,0.329503286,0.224698824,0.0907620922,0.258705737,0.068230911,0.155889081,0.0855578159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.26,0.43,0.06,0.2,0.42,0.23,0.6,0.37,0.23,0.08,0.02,../datasets/wrinkles3/11229_1976-7-21_2010.jpg
1224,24,0.643351648,0.754166667,0.643351648,0.747692308,0.539010989,0.569070242,0.406177294,0.566655322,0.346679227,0.272075022,0.50401991,0.329673904,0.480095142,0.284504525,0.190660128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.45,0.07,0.21,0.39,0.28,0.62,0.34,0.28,0.08,0.03,../datasets/wrinkles3/1122_1952-12-16_1976.jpg
1225,28,0.530612245,0.652173913,0.0279850746,0.455,0.493566176,0.54329973,0.452589987,0.189501139,0.439361415,0.414229737,0.334472556,0.33191461,0.0665921407,0.248377537,0.245616398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.26,0.47,0.07,0.17,0.29,0.26,0.59,0.33,0.26,0.11,0.02,../datasets/wrinkles3/11230_1976-7-21_2004.jpg
1226,18,0.0919117647,0.417989418,0.120454545,0.218181818,0.0942760943,0.211677959,0.295571343,0.254172793,0.211824218,0.24070016,0.0837260248,0.172070944,0.0877255486,0.110468944,0.0852020301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.07,0.21,0.43,0.25,0.6,0.34,0.25,0.07,0.03,../datasets/wrinkles3/11232_1987-5-13_2005.jpg
1227,36,0.382488479,0.420918367,0.374378109,0.285508291,0.247432606,0.237123923,0.250828457,0.240827632,0.231377796,0.23127002,0.147092752,0.159620421,0.145179383,0.127489519,0.121086175,0,0,0.00508819539,0,0,0,0,0.000255489022,0,0,0,0,2,0,0,0.63,0.28,0.46,0.06,0.21,0.41,0.27,0.61,0.34,0.27,0.08,0.03,../datasets/wrinkles3/11234_1966-11-8_2002.jpg
1228,20,0.342857143,0.443609023,0.00101078167,0.121893491,0.115789474,0.389220364,0.278841298,0.542566081,0.365903589,0.367999179,0.176144389,0.173189715,0.0285534371,0.0915986202,0.0984042484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.25,0.45,0.07,0.18,0.45,0.24,0.59,0.35,0.24,0.05,0.02,../datasets/wrinkles3/11235_1993-12-8_2013.jpg
1229,14,0.250639386,0.601503759,0.0698529412,0.0833333333,0.342222222,0.287943114,0.415520253,0.344156475,0.182887616,0.243047383,0.124675448,0.280611594,0.0735206991,0.0660805655,0.139150908,0,0,0.00408496732,0,0,0,0,0.0522955351,0,0,0,0,1,0,0,0.63,0.26,0.45,0.07,0.21,0.44,0.27,0.57,0.3,0.27,0.04,0.03,../datasets/wrinkles3/11236_1993-12-8_2007.jpg
1230,12,0.166666667,0.395256917,0.0997260274,0.362172112,0.251488095,0.197665711,0.40764124,0.304243177,0.330474974,0.349069771,0.101632538,0.204517978,0.0901106827,0.172241627,0.147504171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.25,0.43,0.06,0.17,0.4,0.21,0.59,0.38,0.21,0.07,0.02,../datasets/wrinkles3/11237_1993-12-8_2005.jpg
1231,18,0.383703704,0.692307692,0.0409375,0.0934065934,0.376456876,0.332430621,0.365649674,0.223005352,0.228519959,0.296624661,0.180843018,0.283501352,0.0631391162,0.0899594346,0.165556386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.45,0.07,0.22,0.5,0.26,0.61,0.35,0.26,0.05,0.03,../datasets/wrinkles3/11238_1993-12-8_2011.jpg
1232,30,0.1953125,0.329310345,0.0410914928,0.229323308,0.211627907,0.227537152,0.449042268,0.277839235,0.47923407,0.413537792,0.107797543,0.19099955,0.0525630286,0.15211011,0.13380425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.45,0.07,0.21,0.37,0.26,0.6,0.34,0.26,0.07,0.03,../datasets/wrinkles3/1123_1981-09-25_2011.jpg
