,Age,Spot Density Corner Left Eye,Spot Density Corner Right Eye,Spot Density Forehead,Spot Density Cheek Left,Spot Density Cheek Right,Max Spot Size Corner Left Eye,Max Spot Size Corner Right Eye,Max Spot Size Forehead,Max Spot Size Cheek Left,Max Spot Size Cheek Right,Count of Spots Corner Left Eye,Count of Spots Corner Right Eye,Count of Spots Forehead,Count of Spots Cheek Left,Count of Spots Cheek Right,Path
502,25,0,0,0.0029484609,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/12913_1988-1-31_2013.jpg
503,31,0,0,0,0,0.0129504505,0,0,0,0,0.000925269991,0,0,0,0,1,../datasets/spots/12914_1983-1-7_2014.jpg
504,31,0,0,0,0.00748194014,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/12916_1983-11-19_2014.jpg
505,26,0,0,0,0,0.0347222222,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/12923_1986-6-27_2012.jpg
506,32,0,0,0,0.00568752091,0,0,0,0,0.000144,0,0,0,0,1,0,../datasets/spots/12931_1980-4-10_2012.jpg
507,14,0,0,0.0022183642,0,0,0,0,0.000199186992,0,0,0,0,1,0,0,../datasets/spots/12941_1997-4-15_2011.jpg
508,28,0,0,0,0.0041218638,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/12945_1972-10-10_2000.jpg
509,28,0,0,0.00639534884,0,0,0,0,0.000490706618,0,0,0,0,1,0,0,../datasets/spots/1295_1982-09-19_2010.jpg
510,17,0,0,0,0,0.00435571688,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/12960_1994-3-1_2011.jpg
511,39,0,0,0,0,0.00767590618,0,0,0,0,0.000195218346,0,0,0,0,1,../datasets/spots/12966_1974-2-4_2013.jpg
512,27,0,0,0,0.015625,0,0,0,0,0.00021445703,0,0,0,0,1,0,../datasets/spots/1296_1964-02-01_1991.jpg
513,23,0,0,0,0.012013256,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/12973_1989-0-0_2012.jpg
514,20,0,0,0.00386559619,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/12996_1991-8-26_2011.jpg
515,22,0,0,0,0,0.00808249721,0,0,0,0,0.000254979064,0,0,0,0,1,../datasets/spots/12997_1991-8-26_2013.jpg
516,56,0,0,0.0037202381,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1299_1949-04-14_2005.jpg
517,44,0,0,0,0.00962512665,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/12_1971-08-12_2015.jpg
518,29,0,0,0.00115633673,0,0,0,0,0.0402007525,0,0,0,0,1,0,0,../datasets/spots/13006_1982-12-8_2011.jpg
519,22,0,0,0,0.00601503759,0.00939423388,0,0,0,0.000207627119,0.000207627119,0,0,0,1,1,../datasets/spots/13007_1989-10-18_2011.jpg
520,26,0,0,0,0.00848765432,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/13032_1985-11-15_2011.jpg
521,42,0,0,0,0.00683330336,0,0,0,0,0.000324,0,0,0,0,1,0,../datasets/spots/13046_1971-7-3_2013.jpg
522,23,0,0,0.0039210726,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/13048_1992-4-18_2015.jpg
523,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1304_1923-10-27_1967.jpg
524,24,0.0395833333,0,0,0,0,0.00300993153,0,0,0,0,1,0,0,0,0,../datasets/spots/13059_1988-4-13_2012.jpg
525,23,0,0,0,0,0.0034348865,0,0,0,0,0.000410606795,0,0,0,0,1,../datasets/spots/13066_1989-8-10_2012.jpg
526,30,0,0,0,0.00611280911,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/13069_1985-11-30_2015.jpg
527,30,0,0.0172697368,0,0,0,0,0.000196,0,0,0,0,1,0,0,0,../datasets/spots/13073_1984-9-5_2014.jpg
528,24,0,0,0,0.0149934811,0,0,0,0,0.000217174515,0,0,0,0,1,0,../datasets/spots/13082_1990-4-14_2014.jpg
529,16,0,0,0.00203527815,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/13091_1998-11-17_2014.jpg
530,63,0,0,0,0,0.00512820513,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1309_1947-03-01_2010.jpg
531,23,0,0,0,0.0049382716,0.00752393981,0,0,0,0.000196,0.000196,0,0,0,1,1,../datasets/spots/13102_1992-6-10_2015.jpg
532,9,0.0194871795,0,0,0,0,0.000195218346,0,0,0,0,1,0,0,0,0,../datasets/spots/13121_2003-8-28_2012.jpg
533,50,0,0,0,0,0.00328407225,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/13128_1965-9-10_2015.jpg
534,43,0,0,0.00362908272,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/13139_1971-2-24_2014.jpg
535,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/13147_1992-8-12_2014.jpg
536,55,0,0,0.0116666667,0.00614596671,0,0,0,0.000215357163,0.000215357163,0,0,0,2,1,0,../datasets/spots/1314_1959-03-29_2014.jpg
537,40,0,0,0.00361570248,0.00535714286,0,0,0,0.000196,0.000196,0,0,0,1,1,0,../datasets/spots/13154_1953-6-11_1993.jpg
538,24,0,0,0,0,0.0122873346,0,0,0,0,0.000256,0,0,0,0,1,../datasets/spots/13156_1987-11-7_2011.jpg
539,27,0,0,0.00612642718,0,0,0,0,0.000324,0,0,0,0,1,0,0,../datasets/spots/1315_1981-03-11_2008.jpg
540,57,0,0,0.00700280112,0,0,0,0,0.000513606561,0,0,0,0,1,0,0,../datasets/spots/1317_1946-03-03_2003.jpg
541,52,0,0,0.00722789116,0,0,0,0,0.00040504791,0,0,0,0,1,0,0,../datasets/spots/1321_1960-11-19_2012.jpg
542,40,0,0,0,0.0198902606,0,0,0,0,0.000352663713,0,0,0,0,1,0,../datasets/spots/1322_1973-12-12_2013.jpg
543,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1326_1956-09-26_2009.jpg
544,30,0,0,0.0051457976,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1334_1980-10-03_2010.jpg
545,52,0,0,0,0.00559127761,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1339_1955-02-09_2007.jpg
546,75,0,0,0.00275595976,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1344_1939-12-16_2014.jpg
547,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1347_1925-04-18_2008.jpg
548,81,0,0,0.0152777778,0,0,0,0,0.000620559517,0,0,0,0,1,0,0,../datasets/spots/1350_1928-06-28_2009.jpg
549,27,0,0,0.01496139,0,0,0,0,0.00053459855,0,0,0,0,1,0,0,../datasets/spots/1366_1981-02-16_2008.jpg
550,46,0,0,0.00928381963,0,0,0,0,0.000504986744,0,0,0,0,1,0,0,../datasets/spots/1374_1965-03-16_2011.jpg
551,25,0,0,0.0130252101,0,0,0,0,0.000779708097,0,0,0,0,1,0,0,../datasets/spots/137_1985-12-18_2010.jpg
552,55,0,0,0,0.0058403634,0,0,0,0,0.000267646924,0,0,0,0,1,0,../datasets/spots/1393_1956-09-20_2011.jpg
553,28,0,0,0,0,0.0150862069,0,0,0,0,0.000362812463,0,0,0,0,1,../datasets/spots/1394_1962-04-26_1990.jpg
554,32,0,0,0,0,0.0277777778,0,0,0,0,0.000355998576,0,0,0,0,1,../datasets/spots/1406_1980-08-08_2012.jpg
555,34,0,0,0,0,0.0333333333,0,0,0,0,0.000942597722,0,0,0,0,1,../datasets/spots/1409_1981-07-24_2015.jpg
556,54,0,0,0,0,0.00757575758,0,0,0,0,0.000235649431,0,0,0,0,1,../datasets/spots/1417_1901-11-02_1955.jpg
557,78,0,0,0,0,0.00470890411,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1420_1935-10-01_2013.jpg
558,54,0.00267379679,0,0,0,0,0.00465357768,0,0,0,0,1,0,0,0,0,../datasets/spots/1433_1956-11-24_2010.jpg
559,33,0,0,0,0,0.00932568149,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1434_1976-04-08_2009.jpg
560,46,0,0,0.00490661602,0,0,0,0,0.000314649387,0,0,0,0,1,0,0,../datasets/spots/1437_1965-09-12_2011.jpg
561,51,0,0,0,0.0164319249,0,0,0,0,0.000306441496,0,0,0,0,1,0,../datasets/spots/1443_1960-02-22_2011.jpg
562,40,0,0,0.00773809524,0,0,0,0,0.00031395326,0,0,0,0,2,0,0,../datasets/spots/1450_1971-01-27_2011.jpg
563,42,0,0,0.00311262026,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/145_1965-10-23_2007.jpg
564,36,0,0,0.00422901757,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1460_1938-03-29_1974.jpg
565,59,0,0,0.00618336887,0.0105574324,0,0,0,0.000307113517,0.000235133786,0,0,0,2,1,0,../datasets/spots/1468_1954-05-27_2013.jpg
566,59,0,0,0.012195122,0.00393162393,0,0,0,0.000324,0.000196,0,0,0,2,1,0,../datasets/spots/1475_1950-03-24_2009.jpg
567,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/147_1943-04-01_2013.jpg
568,92,0,0,0,0,0.0147611379,0,0,0,0,0.000399201597,0,0,0,0,1,../datasets/spots/1482_1920-12-14_2012.jpg
569,36,0,0,0,0.0428849903,0,0,0,0,0.007744,0,0,0,0,1,0,../datasets/spots/1489_1977-10-24_2013.jpg
570,42,0,0,0.00469387755,0,0,0,0,0.000235133786,0,0,0,0,1,0,0,../datasets/spots/1490_1971-04-12_2013.jpg
571,76,0,0,0.00625782228,0,0,0,0,0.000412275503,0,0,0,0,1,0,0,../datasets/spots/1493_1928-11-15_2004.jpg
572,44,0,0,0.00648648649,0,0,0,0,0.000312585473,0,0,0,0,1,0,0,../datasets/spots/1498_1963-06-13_2007.jpg
573,51,0,0,0.0358511221,0,0.00711548987,0,0,0.0430758277,0,0.000355998576,0,0,3,0,1,../datasets/spots/1500_1963-02-04_2014.jpg
574,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1506_1937-08-21_2010.jpg
575,40,0,0,0.0115138593,0,0,0,0,0.00049382716,0,0,0,0,1,0,0,../datasets/spots/1509_1974-07-31_2014.jpg
576,63,0,0,0.0198968312,0,0,0,0,0.00064499874,0,0,0,0,1,0,0,../datasets/spots/150_1946-09-02_2009.jpg
577,23,0,0,0.00500801282,0,0,0,0,0.000306441496,0,0,0,0,1,0,0,../datasets/spots/1510_1986-03-05_2009.jpg
578,80,0.0302325581,0,0,0,0,0.000282465928,0,0,0,0,1,0,0,0,0,../datasets/spots/1518_1924-10-20_2004.jpg
579,25,0,0,0,0.0101515152,0,0,0,0,0.000197577458,0,0,0,0,3,0,../datasets/spots/1522_1937-03-04_1962.jpg
580,29,0,0,0.00805539853,0,0.0102375102,0,0,0.000196,0,0.000196,0,0,2,0,1,../datasets/spots/1525_1934-9-28_1963.jpg
581,40,0,0,0,0.00788022065,0,0,0,0,0.000368809273,0,0,0,0,1,0,../datasets/spots/1535_1922-4-3_1962.jpg
582,57,0,0,0,0,0.0666666667,0,0,0,0,0.000195608782,0,0,0,0,1,../datasets/spots/1537_1913-11-2_1970.jpg
583,53,0,0,0.00412956511,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1539_1909-5-15_1962.jpg
584,35,0,0,0.00680272109,0,0,0,0,0.000401146132,0,0,0,0,1,0,0,../datasets/spots/1542_1926-6-1_1961.jpg
585,46,0,0,0.00576496674,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1547_1935-1-8_1981.jpg
586,34,0,0,0.00370762712,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1550_1932-2-27_1966.jpg
587,59,0,0.0357142857,0,0,0,0,0.000256,0,0,0,0,1,0,0,0,../datasets/spots/1552_1907-5-26_1966.jpg
588,26,0,0,0.00296138356,0,0,0,0,0.00028365651,0,0,0,0,1,0,0,../datasets/spots/1557_1940-9-5_1966.jpg
589,36,0,0,0,0,0.00714285714,0,0,0,0,0.000281788957,0,0,0,0,1,../datasets/spots/1559_1939-10-27_1975.jpg
590,40,0,0,0,0,0.00951557093,0,0,0,0,0.000324,0,0,0,0,1,../datasets/spots/1560_1939-10-27_1979.jpg
591,51,0,0,0,0.0149147727,0,0,0,0,0.000613988923,0,0,0,0,1,0,../datasets/spots/1562_1963-12-18_2014.jpg
592,51,0,0,0,0.0104166667,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1563_1963-12-18_2014.jpg
593,31,0,0,0,0.00551941652,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1566_1963-12-18_1994.jpg
594,46,0,0,0,0.0187546887,0,0,0,0,0.000406946325,0,0,0,0,1,0,../datasets/spots/1576_1963-12-18_2009.jpg
595,76,0,0.0121527778,0,0.00694547067,0.0196491228,0,0.000196,0,0.000196,0.000256,0,1,0,2,1,../datasets/spots/1580_1935-12-1_2011.jpg
596,48,0,0,0.00599669148,0,0,0,0,0.000323353293,0,0,0,0,1,0,0,../datasets/spots/1583_1935-12-1_1983.jpg
597,76,0,0,0,0.00750938673,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1585_1935-12-1_2011.jpg
598,40,0,0,0,0,0.0134615385,0,0,0,0,0.000528471396,0,0,0,0,1,../datasets/spots/1587_1968-8-9_2008.jpg
599,36,0,0,0,0,0.0238095238,0,0,0,0,0.000471126666,0,0,0,0,1,../datasets/spots/158_1972-10-23_2008.jpg
600,26,0,0,0.00361570248,0.00535714286,0,0,0,0.000196,0.000196,0,0,0,1,1,0,../datasets/spots/1590_1967-7-1_1993.jpg
601,41,0,0,0,0,0.0228174603,0,0,0,0,0.000305486284,0,0,0,0,1,../datasets/spots/1595_1969-2-11_2010.jpg
602,25,0,0,0.00802310655,0,0,0,0,0.000697099413,0,0,0,0,1,0,0,../datasets/spots/1596_1969-2-11_1994.jpg
603,44,0,0,0,0,0.0186688312,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1599_1969-2-11_2013.jpg
604,43,0,0,0,0,0.00700280112,0,0,0,0,0.000204917176,0,0,0,0,1,../datasets/spots/15_1968-03-09_2011.jpg
605,44,0,0,0,0.013986014,0,0,0,0,0.00060591716,0,0,0,0,1,0,../datasets/spots/1600_1969-2-11_2013.jpg
606,47,0,0,0,0.0385802469,0,0,0,0,0.000580637516,0,0,0,0,1,0,../datasets/spots/1624_1958-7-8_2005.jpg
607,53,0,0,0.00942460317,0,0,0,0,0.000533716738,0,0,0,0,1,0,0,../datasets/spots/1628_1958-7-8_2011.jpg
608,43,0,0,0,0.0104798676,0,0,0,0,0.000403451569,0,0,0,0,1,0,../datasets/spots/1632_1960-8-10_2003.jpg
609,34,0,0.0231481481,0,0,0,0,0.000195218346,0,0,0,0,1,0,0,0,../datasets/spots/1633_1960-8-10_1994.jpg
610,51,0,0,0.00256529851,0,0.0132911392,0,0,0.000196,0,0.000196,0,0,1,0,1,../datasets/spots/1634_1960-8-10_2011.jpg
611,31,0,0,0,0.00761904762,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/1673_1964-1-7_1995.jpg
612,46,0,0,0,0,0.015503876,0,0,0,0,0.000302457467,0,0,0,0,1,../datasets/spots/1676_1964-1-7_2010.jpg
613,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1685_1954-8-16_2012.jpg
614,30,0,0.0938697318,0,0,0.015037594,0,0.001156,0,0,0.000256,0,1,0,0,1,../datasets/spots/1688_1954-8-16_1984.jpg
615,62,0,0,0,0,0.012195122,0,0,0,0,0.000355998576,0,0,0,0,1,../datasets/spots/168_1949-09-21_2011.jpg
616,38,0,0,0.00349368449,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1691_1948-1-16_1986.jpg
617,45,0,0,0,0.0133907221,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/1692_1967-1-2_2012.jpg
618,53,0,0,0,0.0484429066,0,0,0,0,0.00126644799,0,0,0,0,1,0,../datasets/spots/170_1962-02-07_2015.jpg
619,48,0,0,0.00665642601,0,0,0,0,0.000256,0,0,0,0,2,0,0,../datasets/spots/1714_1961-5-6_2009.jpg
620,50,0,0,0.0137350465,0,0,0,0,0.0004,0,0,0,0,3,0,0,../datasets/spots/1719_1961-5-6_2011.jpg
621,41,0,0,0,0,0.00526315789,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1734_1930-8-25_1971.jpg
622,65,0,0,0,0.00605326877,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1735_1930-8-25_1995.jpg
623,57,0,0,0,0.0106167846,0,0,0,0,0.000404610913,0,0,0,0,1,0,../datasets/spots/1744_1955-1-18_2012.jpg
624,52,0,0,0,0,0.00757575758,0,0,0,0,0.000229568411,0,0,0,0,1,../datasets/spots/1750_1955-1-18_2007.jpg
625,50,0,0,0.00812215724,0,0,0,0,0.000196,0,0,0,0,2,0,0,../datasets/spots/1755_1964-4-7_2014.jpg
626,54,0,0,0,0,0.0128205128,0,0,0,0,0.00040504791,0,0,0,0,1,../datasets/spots/175_1957-11-28_2011.jpg
627,48,0,0,0.00366826156,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1761_1964-4-7_2012.jpg
628,50,0,0,0.00862294225,0,0,0,0,0.0425011828,0,0,0,0,1,0,0,../datasets/spots/1765_1962-7-3_2012.jpg
629,52,0,0,0,0.00721153846,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1772_1962-7-3_2014.jpg
630,60,0,0,0,0.006245121,0.00961894192,0,0,0,0.000306441496,0.00023461927,0,0,0,1,1,../datasets/spots/177_1948-02-29_2008.jpg
631,46,0,0,0.00616246499,0,0,0,0,0.000196,0,0,0,0,2,0,0,../datasets/spots/1786_1966-6-28_2012.jpg
632,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/179_1907-06-16_1946.jpg
633,69,0,0,0.00533191149,0,0,0,0,0.000196,0,0,0,0,2,0,0,../datasets/spots/1802_1943-8-17_2012.jpg
634,39,0,0,0,0.00283878679,0,0,0,0,0.000201605438,0,0,0,0,1,0,../datasets/spots/1808_1943-8-17_1982.jpg
635,69,0,0,0,0,0.00571895425,0,0,0,0,0.00030625,0,0,0,0,1,../datasets/spots/1809_1943-8-17_2012.jpg
636,47,0,0,0,0.00334448161,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1812_1963-6-9_2010.jpg
637,27,0,0,0.00413043478,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1820_1963-6-9_1990.jpg
638,27,0,0,0.00622343655,0,0,0,0,0.0004,0,0,0,0,1,0,0,../datasets/spots/1821_1963-6-9_1990.jpg
639,47,0,0,0,0.0182926829,0.0134575569,0,0,0,0.000458774785,0.000351249444,0,0,0,1,1,../datasets/spots/1827_1963-6-9_2010.jpg
640,47,0,0,0.00323275862,0,0,0,0,0.00030625,0,0,0,0,1,0,0,../datasets/spots/1829_1963-6-9_2010.jpg
641,25,0,0,0,0.00728913572,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1830_1956-11-20_1981.jpg
642,37,0,0,0.00349090909,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1831_1974-11-11_2011.jpg
643,39,0,0,0.00395843642,0,0,0,0,0.000195608782,0,0,0,0,1,0,0,../datasets/spots/1841_1974-11-11_2013.jpg
644,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1845_1972-8-30_2012.jpg
645,42,0,0,0.010072314,0,0,0,0,0.000503728211,0,0,0,0,1,0,0,../datasets/spots/1851_1972-8-30_2014.jpg
646,34,0,0.0931677019,0,0,0,0,0.000671158957,0,0,0,0,1,0,0,0,../datasets/spots/1860_1972-8-30_2006.jpg
647,69,0,0,0.00332929782,0.0060483871,0,0,0,0.000196,0.000196,0,0,0,1,1,0,../datasets/spots/1865_1944-9-25_2013.jpg
648,81,0,0,0.00349090909,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1869_1930-5-31_2011.jpg
649,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,../datasets/spots/1872_1930-5-31_2011.jpg
650,82,0,0,0,0,0.0049382716,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1873_1930-5-31_2012.jpg
651,50,0,0,0,0,0.00999545661,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1888_1960-9-10_2010.jpg
652,55,0,0,0,0,0.00488400488,0,0,0,0,0.000256,0,0,0,0,1,../datasets/spots/1892_1960-9-10_2015.jpg
653,52,0,0,0.010755814,0,0,0,0,0.000526957152,0,0,0,0,1,0,0,../datasets/spots/1898_1960-9-10_2012.jpg
654,35,0,0,0.00406647808,0,0,0,0,0.000270643469,0,0,0,0,1,0,0,../datasets/spots/1905_1942-7-13_1977.jpg
655,29,0,0,0.00555555556,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1911_1961-6-9_1990.jpg
656,77,0,0,0.00279898219,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1918_1937-6-1_2014.jpg
657,75,0,0,0.00722195474,0,0,0,0,0.000256,0,0,0,0,2,0,0,../datasets/spots/1919_1937-6-1_2012.jpg
658,76,0,0,0.00526662278,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1921_1937-6-1_2013.jpg
659,64,0,0,0.00415721844,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1922_1937-6-1_2001.jpg
660,55,0,0,0,0,0.0143678161,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/1925_1937-6-1_1992.jpg
661,66,0,0,0.00718390805,0.0149767254,0,0,0,0.000256,0.000484,0,0,0,1,1,0,../datasets/spots/1926_1937-6-1_2003.jpg
662,51,0,0,0,0.00672585418,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/1930_1962-6-10_2013.jpg
663,64,0.0576923077,0,0,0,0,0.000409302015,0,0,0,0,1,0,0,0,0,../datasets/spots/193_1948-10-02_2012.jpg
664,39,0,0,0.0084622824,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1943_1956-7-9_1995.jpg
665,48,0,0,0,0.0384615385,0,0,0,0,0.000484,0,0,0,0,1,0,../datasets/spots/1946_1956-7-9_2004.jpg
666,41,0,0,0.00344530577,0,0,0,0,0.000195608782,0,0,0,0,1,0,0,../datasets/spots/1955_1970-11-6_2011.jpg
667,43,0,0,0.00512295082,0,0.00996677741,0,0,0.0004,0,0.000256,0,0,1,0,1,../datasets/spots/1957_1970-11-6_2013.jpg
668,42,0,0,0.00418679549,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1962_1970-11-6_2012.jpg
669,40,0,0,0.00568181818,0,0,0,0,0.000354087178,0,0,0,0,1,0,0,../datasets/spots/1967_1966-9-2_2006.jpg
670,49,0,0,0.00526673462,0,0,0,0,0.000256,0,0,0,0,1,0,0,../datasets/spots/1968_1966-9-2_2015.jpg
671,37,0,0,0,0.0104798676,0,0,0,0,0.000403451569,0,0,0,0,1,0,../datasets/spots/1975_1966-9-2_2003.jpg
672,32,0,0,0.0104529617,0,0,0,0,0.0004,0,0,0,0,1,0,0,../datasets/spots/1978_1937-8-8_1969.jpg
673,70,0,0,0.00373768264,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1984_1937-8-8_2007.jpg
674,70,0,0,0.00273441951,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/1987_1937-12-31_2007.jpg
675,73,0,0,0.00328759291,0,0,0,0,0.000195608782,0,0,0,0,1,0,0,../datasets/spots/1989_1937-12-31_2010.jpg
676,42,0,0,0.0103244838,0,0.0189393939,0,0,0.000204917176,0,0.000204917176,0,0,2,0,1,../datasets/spots/198_1973-07-03_2015.jpg
677,51,0,0,0,0.00577910959,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/1994_1963-6-15_2014.jpg
678,64,0,0,0,0.0391666667,0,0,0,0,0.000616166189,0,0,0,0,2,0,../datasets/spots/2002_1948-12-21_2012.jpg
679,57,0.0685714286,0,0.00693877551,0,0,0.000347748599,0,0.000347748599,0,0,1,0,1,0,0,../datasets/spots/2006_1948-12-21_2005.jpg
680,49,0,0,0.004,0,0.0136054422,0,0,0.000219943982,0,0.000363580868,0,0,1,0,1,../datasets/spots/2011_1948-12-21_1997.jpg
681,71,0,0,0,0,0.0117521368,0,0,0,0,0.000417710944,0,0,0,0,1,../datasets/spots/2029_1939-5-13_2010.jpg
682,35,0.0104166667,0,0,0,0,0.000196,0,0,0,0,1,0,0,0,0,../datasets/spots/2034_1967-6-20_2002.jpg
683,21,0,0,0.00258097819,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/2051_1961-1-24_1982.jpg
684,63,0.00925925926,0,0,0,0,0.000916138125,0,0,0,0,1,0,0,0,0,../datasets/spots/2055_1947-10-24_2010.jpg
685,42,0,0,0,0.00967741935,0,0,0,0,0.000231066679,0,0,0,0,1,0,../datasets/spots/2065_1972-12-29_2014.jpg
686,32,0,0,0.00333333333,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/2067_1972-12-29_2004.jpg
687,32,0,0,0,0.01028518,0,0,0,0,0.000196,0,0,0,0,1,0,../datasets/spots/2080_1969-7-24_2001.jpg
688,22,0,0,0.00413043478,0,0,0,0,0.000196,0,0,0,0,1,0,0,../datasets/spots/2081_1968-5-7_1990.jpg
689,71,0.0254010695,0,0.0111495579,0,0,0.000352191132,0,0.000352191132,0,0,1,0,2,0,0,../datasets/spots/2082_1944-5-14_2015.jpg
690,68,0,0,0,0.009375,0,0,0,0,0.000144,0,0,0,0,1,0,../datasets/spots/2083_1944-5-14_2012.jpg
691,60,0,0,0.00849575212,0,0,0,0,0.000466773358,0,0,0,0,1,0,0,../datasets/spots/2088_1946-1-20_2006.jpg
692,68,0,0,0,0.0119047619,0,0,0,0,0.000418198318,0,0,0,0,1,0,../datasets/spots/20_1945-03-14_2013.jpg
693,45,0,0,0.0034030141,0,0,0,0,0.000195608782,0,0,0,0,1,0,0,../datasets/spots/2105_1969-11-4_2014.jpg
694,43,0,0,0,0,0.00551523948,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/2109_1969-11-4_2012.jpg
695,46,0,0,0,0.0143467643,0,0,0,0,0.000196,0,0,0,0,2,0,../datasets/spots/2111_1969-11-4_2015.jpg
696,22,0,0,0.00653594771,0,0,0,0,0.000352663713,0,0,0,0,1,0,0,../datasets/spots/211_1947-12-28_1969.jpg
697,44,0,0,0,0.0126488095,0,0,0,0,0.000324,0,0,0,0,1,0,../datasets/spots/2120_1971-3-31_2015.jpg
698,43,0,0,0,0.0150829563,0,0,0,0,0.000324,0,0,0,0,1,0,../datasets/spots/2122_1971-3-31_2014.jpg
699,40,0,0,0,0.0137221269,0,0,0,0,0.000463905325,0,0,0,0,1,0,../datasets/spots/2125_1971-3-31_2011.jpg
700,43,0,0,0,0,0.00697674419,0,0,0,0,0.000196,0,0,0,0,1,../datasets/spots/2127_1971-3-31_2014.jpg
701,43,0,0,0,0.0147321429,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/2128_1971-3-31_2014.jpg
702,54,0,0,0,0.00543797766,0,0,0,0,0.000256,0,0,0,0,1,0,../datasets/spots/2143_1960-12-3_2014.jpg
